well,passed,failures,max_raw_od,min_od_above_blank,decline_fraction,od_fold_change,max_reporter_above_background
A7,False,linear_range,1.794,0.2952466124661247,0.08196721311475409,4.730777621472794,28372.525971093044
A8,False,linear_range,1.772,0.2712466124661247,0.09016393442622951,4.8375643418525,27308.942637759712
A9,False,linear_range,1.811,0.2792466124661247,0.12295081967213115,4.971157985363754,31071.942637759712
B7,False,linear_range,1.825,0.2752466124661247,0.03278688524590164,4.958639286294597,30112.85930442638
B8,False,linear_range,1.794,0.2662466124661247,0.01639344262295082,5.065371259340332,27848.35930442638
B9,False,linear_range,1.826,0.2742466124661247,0.04918032786885246,5.030452290495777,31440.60930442638
C7,False,linear_range,1.796,0.2672466124661247,0.05737704918032787,5.056295309660311,31232.60930442638
C8,False,linear_range,1.804,0.2772466124661247,0.05737704918032787,4.723365761948104,30545.692637759712
C9,False,linear_range,1.825,0.2682466124661247,0.08196721311475409,4.9374934993393405,34675.77597109305
D7,False,linear_range,1.762,0.2612466124661247,0.05737704918032787,5.034653626864819,36536.44263775971
D8,False,linear_range,1.741,0.2712466124661247,0.02459016393442623,4.82060668835764,35923.52597109305
D9,False,"sustained_decline,dynamic_range",0.625,0.06124661246612467,0.4098360655737705,0.22171812482202413,4298.025971093044
E7,False,linear_range,1.662,0.2722466124661247,0.01639344262295082,4.789833475062539,35303.27597109305
E8,False,linear_range,1.638,0.2622466124661247,0.02459016393442623,4.658427067104952,35581.109304426376
E9,False,linear_range,1.673,0.2732466124661247,0.01639344262295082,4.539819329771734,35530.69263775972
F7,False,linear_range,1.496,0.2572466124661247,0.01639344262295082,4.113584021601016,18414.525971093044
F8,False,linear_range,1.118,0.2532466124661247,0.01639344262295082,3.0135035829560914,7369.442637759711
F9,False,linear_range,1.175,0.2572466124661247,0.01639344262295082,3.151469304157831,7818.775971093044
G7,True,,0.894,0.2732466124661247,0.01639344262295082,2.236171513869318,6739.192637759712
G8,True,,0.822,0.2682466124661247,0.03278688524590164,2.0731118103693675,6506.109304426378
G9,True,,0.831,0.2712466124661247,0.00819672131147541,2.2090010353017604,6611.942637759711
A10,False,"linear_range,sustained_decline",1.536,0.21824661246612467,0.32786885245901637,2.9728256863602636,17952.442637759712
A11,False,"linear_range,sustained_decline",1.657,0.22524661246612468,0.22131147540983606,5.0410621467921715,26388.192637759712
A12,False,"linear_range,sustained_decline",1.649,0.22324661246612468,0.21311475409836064,5.48693284936479,26866.60930442638
B10,False,linear_range,1.824,0.21524661246612467,0.07377049180327869,6.113717437501491,29579.692637759712
B11,False,"linear_range,sustained_decline",1.807,0.21924661246612467,0.20491803278688525,6.088809656047922,28795.775971093048
B12,False,linear_range,1.801,0.21324661246612467,0.06557377049180328,6.077257140658589,29362.859304426376
C10,False,linear_range,1.817,0.21024661246612467,0.03278688524590164,6.230000781983108,31448.192637759712
C11,False,linear_range,1.788,0.21724661246612467,0.06557377049180328,6.260895194325107,31595.10930442638
C12,False,linear_range,1.795,0.21224661246612467,0.07377049180327869,6.11755098072576,31673.192637759712
D10,False,linear_range,1.772,0.22224661246612468,0.06557377049180328,5.688134847728177,38232.859304426376
D11,False,linear_range,1.703,0.21724661246612467,0.05737704918032787,5.726682143529399,34497.609304426376
D12,False,linear_range,1.702,0.21324661246612467,0.13114754098360656,5.730244074308246,36467.52597109305
E10,False,linear_range,1.647,0.22324661246612468,0.01639344262295082,5.4230286619997345,35397.02597109305
E11,False,linear_range,1.653,0.20924661246612467,0.00819672131147541,5.4952246803367215,37170.02597109305
E12,False,linear_range,1.693,0.23224661246612469,0.00819672131147541,5.406116009662143,37181.27597109305
F10,True,,0.964,0.20824661246612466,0.01639344262295082,3.0444690691848137,5207.692637759711
F11,True,,0.936,0.20724661246612466,0.00819672131147541,3.1089470202045906,5090.609304426378
F12,False,linear_range,1.635,0.21124661246612467,0.02459016393442623,5.614044069865899,37074.02597109305
G10,True,,0.703,0.22924661246612468,0.04918032786885246,2.1709617951204523,4456.442637759711
G11,True,,0.685,0.21624661246612467,0.05737704918032787,2.2370318809722445,4224.775971093044
G12,True,,0.717,0.22024661246612467,0.00819672131147541,2.0618420347101822,4672.609304426378
